Location Code,Real Property Asset Name,Installation Name,Owned or Leased,GSA Region,Street Address,City,State,Zip Code,Latitude,Longitude,Building Rentable Square Feet,Available Square Feet,Construction Date,Congressional District,Congressional District Representative Name,Building Status,Real Property Asset Type
TX0571,USBS LOS INDIOS OUTBOUND CANOPY,USBS LOS INDIOS,F,7,100 LOS INDIOS BLVD,LOS INDIOS,TX,78567,26.03807,-97.738007,3890.5,0,15-10-1904,4834,Vicente Gonzalez,Active,STRUCTURE
NC1211,DHS ICE OFFICE,NA,L,4,426 GALLIMORE DAIRY RD,GREENSBORO,NC,27409,36.07093,-79.947311,11563,0,20-09-1904,3706,Kathy Manning,Active,BUILDING
PA0767,HARRISBURG INTERNATIONAL AIRPORT,NA,L,3,1 TERMINAL DR,MIDDLETOWN,PA,17057,40.1972725,-76.762107,2348,0,26-08-1904,4210,Scott Perry,Active,BUILDING
ID4377,CHANNING SQUARE CENTER,NA,L,10,2190 CHANNING WAY,IDAHO FALLS,ID,83404,43.4776148,-111.99196,6156,0,01-08-1904,1602,Michael Simpson,Active,BUILDING
MI2037,12605 ARNOLD STREET,NA,L,5,12605 ARNOLD,REDFORD TOWNSHIP,MI,48239,42.37854,-83.290358,16842,0,07-07-1904,2612,Rashida Tlaib,Active,BUILDING
NJ4624,HANGAR C,NA,L,2,27 WRIGHT WAY,FAIRFIELD,NJ,7004,40.8752046,-74.278098,12366,0,12-06-1904,3411,Mikie Sherrill,Active,BUILDING
AR1304,FAYETTEVILLE,NA,L,7,3419 N PLAINVIEW AVE,FAYETTEVILLE,AR,72703,36.11347,-94.149281,11170,0,18-05-1904,503,Steve Womack,Active,BUILDING
MD0314,3601 PENNSY DRIVE,NA,L,11,3601 PENNSY DR,HYATTSVILLE,MD,20785,38.9311679,-76.888572,72509,0,23-04-1904,2404,Glenn Ivey,Active,BUILDING
DC0197,ASAE BUILDING,NA,L,11,1575 EYE ST NW,WASHINGTON,DC,20005,38.901366,-77.035904,0,0,29-03-1904,1198,Eleanor Norton,Active,BUILDING
PR3937,ARECIBO CINEMA BUILDING,NA,L,2,"ST. RD. 2, KM. 81.0",ARECIBO,PR,612,18.4690405,-66.730564,4360,0,04-03-1904,7298,Jenniffer Gonzalez-Colon,Active,BUILDING
AR0063,LITTLE ROCK FEDERAL BUILDING,LITTLE ROCK FED CPLX,F,7,700 W CAPITOL AVE,LITTLE ROCK,AR,72201,34.7457,-92.278671,347474.6,8935.510749,08-02-1904,502,J. Hill,Active,BUILDING
DC0505,US SECRET SERV HDQTR,NA,F,11,950 H ST NW,WASHINGTON,DC,20223,38.8997558,-77.025652,451654.54,0,14-01-1904,1198,Eleanor Norton,Active,BUILDING
NE1414,EPLEY AIRFIELD TERMINAL BUILDI,NA,L,6,4501 ABBOTT DR,OMAHA,NE,68110,41.2999,-95.901121,4652,0,20-12-1903,3102,Don Bacon,Active,BUILDING
VA0270,7799 LEESBURG PIKE,NA,L,11,7799 LEESBURG PIKE,FALLS CHURCH,VA,22043,38.90713,-77.215561,11712,0,25-11-1903,5108,Donald Beyer,Active,BUILDING
WI1735,OSHKOSH WI (400 CITY CTR) CITY CENTER,NA,L,5,400 CITY CTR,OSHKOSH,WI,54901,44.0169582,-88.540106,8364,0,31-10-1903,5506,Glenn Grothman,Active,BUILDING
CO0642,DFC BLDG 78,DENVER FEDERAL CENTER,F,8,W 6TH AVE & KIPLING ST,LAKEWOOD,CO,80225,39.71952,-105.124,1120,0,06-10-1903,807,Brittany Pettersen,Active,BUILDING
ME4229,U.S. COAST GUARD STATION,NA,L,1,1 ADMIRAL HAMLET PL,EASTPORT,ME,4631,44.906643,-66.984893,9980,0,11-09-1903,2302,Jared Golden,Active,BUILDING
CO2010,9349 S COMMERCE CTR BUILDING,NA,L,8,9349 S COMMERCE CENTER STREET,LITTLETON,CO,80129,39.54652,-105.034,1250,0,17-08-1903,804,Ken Buck,Active,BUILDING
WI1600,CITY STATION,NA,L,5,660 W WASHINGTON AVE,MADISON,WI,53703,43.06771,-89.395571,4486,0,23-07-1903,5502,Mark Pocan,Active,BUILDING
FL3129,CONCOURSE II,NA,L,4,5210 BELFORT RD,JACKSONVILLE,FL,32256,30.24372,-81.585041,9967,0,28-06-1903,1205,John Rutherford,Active,BUILDING
TX7055,USBS ROMA FMCSA TRAILER,USBS ROMA,L,7,405 N ESTRELLA ST,ROMA-LOS SAENZ,TX,78584,26.404145,-99.016326,439,0,17-07-1905,4828,Henry Cuellar,Active,BUILDING
VA0215,CRYSTAL GATEWAY 1,NA,L,11,1235 S CLARK ST,ARLINGTON,VA,22202,38.86157,-77.050821,122071,0,22-06-1905,5108,Donald Beyer,Active,BUILDING
FL3049,JACKSONVILLE AIRPORT,NA,L,4,14201 PECAN PARK RD S,JACKSONVILLE,FL,32218,30.4896561,-81.675608,18041,0,28-05-1905,1204,Aaron Bean,Active,BUILDING
IL2457,CONGRESS CENTER,NA,L,5,525 W VAN BUREN ST,CHICAGO,IL,60607,41.8763,-87.640161,104280,0,03-05-1905,1707,Danny Davis,Active,BUILDING
SC2139,"SSA BUILDING, WALTERBORO, SC",NA,L,4,502 ROBERTSON BLVD,WALTERBORO,SC,29488,32.92127,-80.670321,7200,0,08-04-1905,4506,James Clyburn,Active,BUILDING
WV0085,640 4TH AVENUE,NA,L,3,640 4TH AVE,HUNTINGTON,WV,25701,38.4200689,-82.448279,54243,0,14-03-1905,5401,Carol Miller,Active,BUILDING
AZ7274,3838 N. CENTRAL AVENUE,NA,L,9,3838 N CENTRAL AVE,PHOENIX,AZ,85012,33.4924406,-112.074,0,0,17-02-1905,403,Ruben Gallego,Active,BUILDING
AZ7828,2020 EAST BELL ROAD,NA,L,9,2020 E BELL RD,PHOENIX,AZ,85022,33.641433,-112.03842,30112,0,23-01-1905,401,David Schweikert,Active,BUILDING
AK3331,KODIAK ISLAND,NA,L,10,301 RESEARCH CT,KODIAK,AK,99615,57.781584,-152.39609,26401,0,29-12-1904,200,Mary Peltola,Active,BUILDING
WV0168,31 MAPLE TREE DRIVE,NA,L,3,31 MAPLE TREE DR,CHARLES TOWN,WV,25414,39.29278,-77.840271,39037,0,04-12-1904,5402,Alexander Mooney,Active,BUILDING
CO1850,NATL WLDLF RESRCH,NA,L,8,4101 LAPORTE AVE,FORT COLLINS,CO,80521,40.58602,-105.15,80357,0,09-11-1904,802,Joe Neguse,Active,BUILDING
FL3026,10200 49TH STREET BUILDING,NA,L,4,10200 49TH STREET,CLEARWATER,FL,33762,27.8662382,-82.700323,8473,0,15-10-1904,1213,Anna Paulina Luna,Active,BUILDING
AK3383,ASRC PROPERTIES LLC,NA,L,10,1078 KIOGAK STREET,UTQIAGVIK,AK,99723,71.2924332,-156.788,800,0,20-09-1904,200,Mary Peltola,Active,BUILDING
NY7082,63 44 AUSTIN STREET,NA,L,2,63-44 AUSTIN ST,FLUSHING,NY,11374,40.7269875,-73.86464,16492,0,26-08-1904,3606,Grace Meng,Active,BUILDING
CO0521,DFC BLDG 47,DENVER FEDERAL CENTER,F,8,W 6TH AVE & KIPLING ST,LAKEWOOD,CO,80225,39.72529,-105.10964,0,0,01-08-1904,807,Brittany Pettersen,Decommissioned,STRUCTURE
GA2211,PARK OF COMMERCE,NA,L,4,49 PARK OF COMMERCE BLVD,SAVANNAH,GA,31405,32.06867,-81.164131,5398,0,07-07-1904,1301,Earl Carter,Active,BUILDING
AZ5427,BLDGS.4&5,NA,L,9,2255 N GEMINI DR,FLAGSTAFF,AZ,86001,35.21551,-111.63282,33010,0,12-06-1904,402,Elijah Crane,Active,BUILDING
OK1569,3101 TECHNOLOGY DR,NA,L,7,3101 TECHNOLOGY DR,EDMOND,OK,73013,35.6260951,-97.4925945,24469,0,18-05-1904,4005,Stephanie Bice,Active,BUILDING
DC0531,2430 E ST NW CENTRAL,2430 E ST NW,F,11,2430 E ST NW,WASHINGTON,DC,20037,38.8950801,-77.052578,30235.04,0,23-04-1904,1198,Eleanor Norton,Active,BUILDING
MS2202,YALOBUSHA ST BLDG,NA,L,4,604 YALOBUSHA ST,GREENWOOD,MS,38930,33.52891,-90.206271,11100,0,29-03-1904,2802,Bennie Thompson,Active,BUILDING
CA7244,PALOMAR TRIAD,NA,L,9,2011 PALOMAR AIRPORT RD,CARLSBAD,CA,92011,33.11966,-117.28062,3579,0,04-03-1904,649,Mike Levin,Active,BUILDING
ND0514,DUNSEITH POE - 10200 OLD US 281 BLD #1,DUNSEITH BORDER STATION,F,8,10947 HIGHWAY 281,DUNSEITH,ND,58329,48.99814,-100.052,1446.41,0,08-02-1904,3800,Kelly Armstrong,Active,BUILDING
TX0297,ALLIANCE TOWER,NA,F,7,8701 S GESSNER DR,HOUSTON,TX,77074,29.68638,-95.528131,221518.54,2453.862966,14-01-1904,4809,Al Green,Active,BUILDING
WY1346,1335 MAIN STREET,NA,L,8,1335 MAIN ST,LANDER,WY,82520,42.84023,-108.746,22170,0,20-12-1903,5600,Harriet Hageman,Active,BUILDING
WI1676,TRI PARK CENTER,NA,L,5,1648 TRI PARK WAY,APPLETON,WI,54914,44.27785,-88.451931,4000,0,25-11-1903,5508,Mike Gallagher,Active,BUILDING
TX0916,FED CTR SHED 31 N GUARD HOUSE,FORT WORTH FED CTR,F,7,501 W FELIX ST,FORT WORTH,TX,76115,32.67578,-97.329281,28.75,0,31-10-1903,4833,Marc Veasey,Active,BUILDING
NY6175,147 WEST GRAY STREET,NA,L,2,147 W GRAY ST,ELMIRA,NY,14901,42.089114,-76.807389,3528,0,06-10-1903,3623,Nicholas Langworthy,Active,BUILDING
CO1811,1999 BROADWAY BLDG,NA,L,8,1999 BROADWAY,DENVER,CO,80202,39.74779,-104.988,125000,0,11-09-1903,801,Diana DeGette,Active,BUILDING
CA7598,5601 ARNOLD ROAD,NA,L,9,5601 ARNOLD RD,DUBLIN,CA,94568,37.71104,-121.89223,31250,0,17-08-1903,610,Mark DeSaulnier,Active,BUILDING
NC2688,MEPC CHARLOTTE OFFICE,NA,L,4,3545 WHITEHALL PARK DR,CHARLOTTE,NC,28273,35.15074,-80.951191,24632,0,23-07-1903,3714,Jeff Jackson,Active,BUILDING
IL2493,900 EAST LINTON AVENUE,NA,L,5,900 E LINTON AVE,SPRINGFIELD,IL,62703,39.76423,-89.643881,71562,0,28-06-1903,1713,Nikki Budzinski,Active,BUILDING
ME4258,USDA BANGOR,NA,L,1,967 ILLINOIS AVE,BANGOR,ME,4401,44.8195,-68.817281,22417,0,17-07-1905,2302,Jared Golden,Active,BUILDING
TX0800,FED CTR SITE,FORT WORTH FED CTR,F,7,501 W FELIX ST,FORT WORTH,TX,76115,32.67578,-97.329281,0,0,22-06-1905,4833,Marc Veasey,Active,STRUCTURE
OR6529,STONEHENGE TOWER,NA,L,10,4700 SW COUNCIL CREST DR,PORTLAND,OR,97239,45.4890857,-122.69563,4,0,28-05-1905,4101,Suzanne Bonamici,Active,STRUCTURE
NY7171,20 SOUTH BROADWAY YONKERS,NA,L,2,20 S BROADWAY,YONKERS,NY,10701,40.933035,-73.8982755,10067,0,03-05-1905,3616,Jamaal Bowman,Active,BUILDING
OH2297,CENTER HILL BUSINESS PARK,NA,L,5,5871 HIGHLAND RIDGE DR,CINCINNATI,OH,45232,39.191795,-84.49995,7666,0,08-04-1905,3901,Greg Landsman,Active,BUILDING
CA6116,MARKET POST TOWER,NA,L,9,55 S MARKET ST,SAN JOSE,CA,95113,37.33414,-121.89165,136913.28,0,14-03-1905,618,Zoe Lofgren,Active,BUILDING
DC0347,1801 L STREET NW,NA,L,11,1801 L ST NW,WASHINGTON,DC,20036,38.90411,-77.042061,153332,0,17-02-1905,1198,Eleanor Norton,Active,BUILDING
WY1359,DOUGLAS FOREST SERVICE BUILDING,NA,L,8,2250 E RICHARDS ST,DOUGLAS,WY,82633,42.74055,-105.35255,13596,0,23-01-1905,5600,Harriet Hageman,Active,BUILDING
TX0748,USBS WORLD TRADE LAREDO FMCSA BUILDING,USBS WORLD TRADE LAREDO,F,7,715 BOB BULLOCK LOOP,LAREDO,TX,78043,27.503111,-99.447895,2086.57,0,29-12-1904,4828,Henry Cuellar,Active,BUILDING
CA7442,TOWER 17,NA,L,9,18881 VON KARMAN AVE,IRVINE,CA,92612,33.6712591,-117.8582625,16756,0,04-12-1904,647,Katie Porter,Active,BUILDING
TX0763,USBS EAGLE PASS II KENNELS TX0763,USBS EAGLE PASS II,F,7,500 S ADAMS ST,EAGLE PASS,TX,78852,28.698301,-100.50449,3706.12,0,09-11-1904,4823,Tony Gonzales,Active,BUILDING
TX0610,USBS ANZALDUAS MISSION PRIMARY INSPECTION,USBS ANZALDUAS MISSION,F,7,5911 N STEWART RD,MISSION,TX,78572,26.14534,-98.312078,14385.09,0,15-10-1904,4815,Monica De La Cruz,Active,BUILDING
FL3061,PALM BEACH INT'L AIRPORT,NA,L,4,PALM BEACH INT'L AIRPORT,WEST PALM BEACH,FL,33406,26.6908,-80.08756,11101,0,20-09-1904,1220,Sheila Cherfilus-McCormick,Active,BUILDING
OR6620,MODA TOWER,NA,L,10,601 SW 2ND AVE,PORTLAND,OR,97204,45.5184482,-122.67479,13020,0,26-08-1904,4101,Suzanne Bonamici,Active,BUILDING
OH2444,WESTERN RESERVE,NA,L,5,590 E WESTERN RESERVE RD,YOUNGSTOWN,OH,44514,40.98846,-80.644601,11615,0,01-08-1904,3906,Bill Johnson,Active,BUILDING
UT1439,CANYONLANDS FIELD AIRPORT,NA,L,8,94 W. AVIATION WAY,MOAB,UT,84532,38.76132,-109.745,300,0,07-07-1904,4903,John Curtis,Active,BUILDING
OH2454,ESSEX PLACE,NA,L,5,6393 OAK TREE BLVD,INDEPENDENCE,OH,44131,41.39174,-81.659521,6573,0,12-06-1904,3907,Max Miller,Active,BUILDING
TX0574,USBS LOS TOMATES BROWNSVILLE FMCSA BUS ADMIN BUILDING,USBS LOS TOMATES BROWNSVILLE,F,7,3300 S EXPRESSWAY 77/83,BROWNSVILLE,TX,78521,25.889481,-97.475193,1624.66,0,18-05-1904,4834,Vicente Gonzalez,Active,BUILDING
NJ4611,4 PARAGON WAY,NA,L,2,4 PARAGON WAY,FREEHOLD,NJ,7728,40.2407534,-74.256143,19702,0,23-04-1904,3403,Andy Kim,Active,BUILDING
FL0019,SIDNEY M. ARONOVITZ UNITED STATES COURTHOUSE,NA,F,4,301 SIMONTON ST,KEY WEST,FL,33040,24.55877,-81.802601,52247.91,10078.39235,29-03-1904,1228,Carlos Gimenez,Active,BUILDING
IL2485,CHICAGO FBI BUILDING,NA,L,5,2111 W ROOSEVELT RD,CHICAGO,IL,60608,41.86615,-87.679291,439522,0,04-03-1904,1707,Danny Davis,Active,BUILDING
MO0106,ROBERT A. YOUNG FEDERAL BUILDING,NA,F,6,1222 SPRUCE ST,ST. LOUIS,MO,63103,38.6243332,-90.199899,999786.13,64638.45783,08-02-1904,2901,Cori Bush,Active,BUILDING
VA0805,GUNSTON INDUS PARK C,NA,L,11,7049 NEWINGTON,ARLINGTON,VA,22122,38.7383,-77.1852,34429,0,14-01-1904,5111,Gerald Connolly,Active,BUILDING
DC0019,FEDERAL TRADE,NA,F,11,600 PENNSYLVANIA AVENUE NW,WASHINGTON,DC,20580,38.8926656,-77.021219,252141.79,0,20-12-1903,1198,Eleanor Norton,Active,BUILDING
DC0388,1331 F STREET NW,NA,L,11,1331 F ST NW,WASHINGTON,DC,20004,38.89764,-77.030931,81018,2196.892858,25-11-1903,1198,Eleanor Norton,Active,BUILDING
VA0319,NORTH TOWER,NA,L,11,2800 CRYSTAL DR,ARLINGTON,VA,22202,38.84756,-77.052421,44989,0,31-10-1903,5108,Donald Beyer,Active,BUILDING
NE1413,AXFORD PROFESSIONAL PLAZA,NA,L,6,115 N WEBB RD,GRAND ISLAND,NE,68803,40.91796,-98.377941,9000,0,06-10-1903,3103,Adrian Smith,Active,BUILDING
CO2192,DENVER WEST,NA,L,8,1667 COLE BLVD,GOLDEN,CO,80401,39.741921,-105.15487,13847,0,11-09-1903,807,Brittany Pettersen,Active,BUILDING
NC2348,PINNACLE OFFICE PARK,NA,L,4,350 JAKE ALEXANDER BLVD W,SALISBURY,NC,28147,35.65731,-80.499671,3600,0,17-08-1903,3708,Dan Bishop,Active,BUILDING
GA1025,"SSA BUILDING, NEWNAN, GA",NA,L,4,246 BULLSBORO DR,NEWNAN,GA,30263,33.39377,-84.767141,7500,0,23-07-1903,1303,A. Ferguson,Active,BUILDING
TX0813,FED CTR WHSE 11,FORT WORTH FED CTR,F,7,501 W FELIX ST,FORT WORTH,TX,76115,32.67578,-97.329281,87639.04,6791.881453,28-06-1903,4833,Marc Veasey,Active,BUILDING
WA7918,GOLDENSTONE OFFICE BUILDING,NA,L,10,33400 9TH AVE S,FEDERAL WAY,WA,98003,47.3023844,-122.32189,7738,3577.000001,17-07-1905,5309,Adam Smith,Active,BUILDING
VT8110,110 KIMBALL AVE,NA,L,1,110 KIMBALL AVE,SOUTH BURLINGTON,VT,5403,44.45476,-73.144641,6875,0,22-06-1905,5000,Becca Balint,Active,BUILDING
NC2172,6213-E ANGUS DR,NA,L,4,6213 ANGUS DR,RALEIGH,NC,27617,35.898273,-78.755121,3300,0,28-05-1905,3702,Deborah Ross,Active,BUILDING
TX2280,NORTH POINT PLAZA,NA,L,7,126 NORTHPOINT DR,HOUSTON,TX,77060,29.93756,-95.406381,113545,0,03-05-1905,4829,Sylvia Garcia,Active,BUILDING
NJ4664,METRO 101,NA,L,2,101 WOOD AVE S,ISELIN,NJ,8830,40.56327,-74.327361,8388,0,08-04-1905,3406,Frank Pallone,Active,BUILDING
MD1076,WELLINGTON 1,NA,L,3,6701 ENGLISH MUFFIN WAY,FREDERICK,MD,21703,39.3625196,-77.432076,193599,0,14-03-1905,2406,David Trone,Active,BUILDING
MD1132,CAPITAL OFFICE PARK 6 GREENBELT R3,NA,L,3,6406 IVY LN,GREENBELT,MD,20770,39.00896,-76.895221,30537,0,17-02-1905,2404,Glenn Ivey,Active,BUILDING
PA0744,FORMER ERIC THEATER,NA,L,3,41 N 4TH ST,ALLENTOWN,PA,18102,40.6045072,-75.465655,13740,0,23-01-1905,4207,Susan Wild,Active,BUILDING
LA1526,521 ELMWOOD PARK BLVD,NA,L,7,521 ELMWOOD PARK BLVD,NEW ORLEANS,LA,70123,29.950632,-90.184041,39963,0,29-12-1904,2201,Steve Scalise,Active,BUILDING
MO0620,FEDERAL CTR BG 122B,FC 4300 GOODFELLOW,F,6,4300 GOODFELLOW BLVD,ST. LOUIS,MO,63120,38.6914,-90.267091,12950.42,0,04-12-1904,2901,Cori Bush,Active,BUILDING
TX0978,USBS YSLETA EL PASO POV HARD SECONDARY CANOPY INSPECTION,USBS YSLETA EL PASO,F,7,797 S ZARAGOZA RD,EL PASO,TX,79907,31.670757,-106.33422,1479.67,0,09-11-1904,4823,Tony Gonzales,Active,BUILDING
CO0624,DFC BLDG 810,DENVER FEDERAL CENTER,F,8,W 6TH AVE & KIPLING ST,LAKEWOOD,CO,80225,39.71315,-105.125,680642.48,159071.143,15-10-1904,807,Brittany Pettersen,Active,BUILDING
WA8083,FAIRHAVEN HARBOR APARTMENTS,NA,L,10,820 HARRIS AVE,BELLINGHAM,WA,98225,48.71997,-122.50596,1020,0,20-09-1904,5302,Rick Larsen,Active,BUILDING
AL2297,"TREASURY BUILDING, BIRMINGHAM, AL",NA,L,4,836 15TH ST N,BIRMINGHAM,AL,35203,33.51896,-86.818701,83676,0,26-08-1904,107,Terri Sewell,Active,BUILDING
OK1336,CANADIAN SQUARE,NA,L,7,1617 S ROCK ISLAND AVE,EL RENO,OK,73036,35.511003,-97.945119,8873,0,01-08-1904,4003,Frank Lucas,Active,BUILDING
TX0438,USBS KIKA DE LA GARZA PHARR NII INTEL X3,USBS KIKA DE LA GARZA PHARR,F,7,9901 S CAGE BLVD,PHARR,TX,78577,26.0889,-98.201171,6855.03,0,07-07-1904,4815,Monica De La Cruz,Active,BUILDING
VA0097,QUANTUM PARK- E1 & E2,NA,L,11,22001 LOUDOUN COUNTY PKWY,ASHBURN,VA,20147,39.01121,-77.471201,54499,0,12-06-1904,5110,Jennifer Wexton,Active,BUILDING
CA7848,MEDIA CITIES,NA,L,9,1420 W OLIVE AVE,BURBANK,CA,91506,34.16903,-118.32059,13600,0,18-05-1904,630,Adam Schiff,Active,BUILDING
AZ8092,GATEWAY CENTER - TUCSON,NA,L,9,7373 E ROSEWOOD ST,TUCSON,AZ,85710,32.23277,-110.83547,26268,0,23-04-1904,406,Juan Ciscomani,Active,BUILDING
SC2113,"SOCIAL SECURITY ADMINISTRATION, CLINTON, SC",NA,L,4,292 PROFESSIONAL PARK RD,CLINTON,SC,29325,34.4818765,-81.935637,6892,0,29-03-1904,4503,Jeff Duncan,Active,BUILDING
FL3356,2700 SOUTH COMMERCE PARKWAY,NA,L,4,2700 S COMMERCE PKWY,WESTON,FL,33331,26.08628,-80.368071,6609,0,04-03-1904,1225,Debbie Wasserman Schultz,Active,BUILDING
MI2064,HOWARD STREET BLDG,NA,L,5,1325 HOWARD ST,DETROIT,MI,48226,42.32694,-83.060641,13500,0,08-02-1904,2613,Shri Thanedar,Active,BUILDING
AZ2086,CIS BUILDING - PHOENIX,NA,L,9,1330 S 16TH ST,PHOENIX,AZ,85034,33.43522,-112.0493,53314,0,14-01-1904,403,Ruben Gallego,Active,BUILDING
DC0343,370 L'ENFANT PROMENADE,NA,L,11,901 D ST SW,WASHINGTON,DC,20024,38.88521,-77.024781,153025,0,20-12-1903,1198,Eleanor Norton,Active,BUILDING
NJ5121,WINDSOR INDUSTRIAL PARK BLDG 8,NA,L,3,92 N MAIN ST,ROBBINSVILLE,NJ,8520,40.246865,-74.575272,21242,0,25-11-1903,3403,Andy Kim,Active,BUILDING
FL2405,SENATE SQUARE BUILDING,NA,L,4,14361 COMMERCE WAY,MIAMI LAKES,FL,33016,25.90376,-80.328901,6296,0,31-10-1903,1226,Mario Diaz-Balart,Active,BUILDING
GA0500,SAM NUNN ATLANTA FEDERAL CENTER,NA,F,4,100 ALABAMA ST SW,ATLANTA,GA,30303,33.7528818,-84.39091,1576259.49,166053.4885,06-10-1903,1305,Nikema Williams,Active,BUILDING
TX0563,USBS B&M BROWNSVILLE SECONDARY INSPECTION,USBS B&M BROWNSVILLE,F,7,1300 MEXICO BLVD,BROWNSVILLE,TX,78520,25.893629,-97.505423,12347.86,0,11-09-1903,4834,Vicente Gonzalez,Active,STRUCTURE
MD0427,250 W PRATT STREET,NA,L,3,250 W PRATT ST,BALTIMORE,MD,21201,39.28681,-76.618661,45243,0,17-08-1903,2407,Kweisi Mfume,Active,BUILDING
MO1908,SOCIAL SECURITY BUILDING - ROLLA,NA,L,6,1813 E 10TH ST,ROLLA,MO,65401,37.95182,-91.739091,6235,0,23-07-1903,2908,Jason Smith,Active,BUILDING
PR3916,IBM BUILDING-HATO REY,NA,L,2,654 MUNOZ RIVERA AVE.,HATO REY,PR,918,18.4170865,-66.0617,45178.42,0,28-06-1903,7298,Jenniffer Gonzalez-Colon,Active,BUILDING
VA0823,FAIR OAKS COMMERCE CENTER,NA,L,11,11320 RANDOM HILLS RD,FAIRFAX,VA,22030,38.85638,-77.336961,95678,0,17-07-1905,5111,Gerald Connolly,Active,BUILDING
CA8378,ALISO VIEJO,NA,L,9,85 ENTERPRISE,ALISO VIEJO,CA,92656,33.5817991,-117.726273,51672,0,22-06-1905,640,Young Kim,Active,BUILDING
MT0576,"PIEGAN POE - HOUSING UNIT #7, RESIDENCE #7",PIEGAN BS,F,8,5023 US HIGHWAY 89 W,BABB,MT,59411,48.99352,-113.383,0,0,28-05-1905,3001,Ryan Zinke,Excess,BUILDING
AZ0710,SEWAGE TREATMENT PLANT,LUKEVILLE LPOE,F,9,INT'L BOUNDARY LINE,LUKEVILLE,AZ,85341,31.9182818,-112.85437,625,0,03-05-1905,407,Raul Grijalva,Active,STRUCTURE
FL3344,6810 US1 BUILDING,NA,L,4,6810 S US HIGHWAY 1,PORT SAINT LUCIE,FL,34952,27.34075,-80.324841,14960,0,08-04-1905,1221,Brian Mast,Active,BUILDING
CA8424,1060 MARIN STREET,NA,L,9,1060 MARIN ST,SAN FRANCISCO,CA,94124,37.74967,-122.38699,29075,0,14-03-1905,611,Nancy Pelosi,Active,BUILDING
DC0126,740 JACKSON,JACKSON PL COMPLEX,F,11,740 JACKSON PL NW,WASHINGTON,DC,20006,38.89987,-77.038271,3822.2,0,17-02-1905,1198,Eleanor Norton,Active,BUILDING
TX0306,USBS COLOMBIA LAREDO ADMINISTRATION BUILDING,USBS COLOMBIA LAREDO,F,7,TERMINATION SH-255,LAREDO,TX,78040,27.701026,-99.74233,14454.59,0,23-01-1905,4828,Henry Cuellar,Active,BUILDING
VT0063,"LPOE HAZMAT INSPECTION CANOPY, HIGHGATE SPRINGS",LPOE Highgate Spring,F,1,482 WELCOME CENTER ROAD,HIGHGATE SPRINGS,VT,5460,45.011467,-73.087383,3192,0,29-12-1904,5000,Becca Balint,Active,BUILDING
WI1645,PARK BANK PLAZA BLDG,NA,L,5,2810 CROSSROADS DR,MADISON,WI,53718,43.13467,-89.291081,1980,0,04-12-1904,5502,Mark Pocan,Active,BUILDING
TX3082,USBS RIO GRANDE CITY FMCSA TRAILER,STAR-CAMARGO BRIDGE,L,7,313 PETE DIAZ JR AVE,RIO GRANDE CITY,TX,78582,26.3684682,-98.8017416,0,0,09-11-1904,4828,Henry Cuellar,Active,BUILDING
MT5592,MEDICAL TECH PARK,NA,L,8,2208 21ST AVE S,GREAT FALLS,MT,59405,47.48214,-111.27,4035,0,15-10-1904,3002,Matthew Rosendale,Active,BUILDING
ME4134,NORTH PARK PROFESSIONAL BLDG,NA,L,1,330 CIVIC CENTER DR,AUGUSTA,ME,4330,44.35211,-69.797211,7000,6999.999999,20-09-1904,2302,Jared Golden,Active,BUILDING
IA1564,AURORA PARK BUILDING 10,NA,L,6,11348 AURORA AVE,URBANDALE,IA,50322,41.6382566,-93.774355,4800,0,26-08-1904,1903,Zachary Nunn,Active,BUILDING
AZ7902,FBI PHOENIX BUILDING,NA,L,9,21711 N 7TH ST,PHOENIX,AZ,85024,33.68294,-112.06396,210202,0,01-08-1904,401,David Schweikert,Active,BUILDING
PR0024,GARAGE-HATO REY,DEGETAU FB & CTHS,F,2,150 CARLOS CHARDON,HATO REY,PR,918,18.425567,-66.061265,24521.13,0,07-07-1904,7298,Jenniffer Gonzalez-Colon,Active,STRUCTURE
MA5958,192-194 COMMERCIAL STREET,NA,L,1,192-194 COMMERCIAL STREET,MALDEN,MA,2148,42.42071,-71.075437,11393,0,12-06-1904,2505,Katherine Clark,Active,BUILDING
CO0654,DFC BLDG 710A,DENVER FEDERAL CENTER,F,8,W 6TH AVE & KIPLING ST,LAKEWOOD,CO,80225,39.71257,-105.12,33403.88,0,18-05-1904,807,Brittany Pettersen,Active,BUILDING
AL2218,USAO,NA,L,4,131 CLAYTON ST,MONTGOMERY,AL,36104,32.37297,-86.311321,57815,0,23-04-1904,107,Terri Sewell,Active,BUILDING
CO2073,THE COR CNTR AT BRIARGATE BLDG,NA,L,8,2060 BRIARGATE PKWY,COLORADO SPRINGS,CO,80920,38.96591,-104.79,2577,0,29-03-1904,805,Doug Lamborn,Active,BUILDING
FL3052,6500 W. 21ST COURT BUILDING,NA,L,4,6500 W 21ST CT,HIALEAH,FL,33016,25.8823,-80.327071,20116,0,04-03-1904,1226,Mario Diaz-Balart,Active,BUILDING
KS1587,WOODLAND CORPORATE CENTER,NA,L,6,1410 E IRON AVE,SALINA,KS,67401,38.839797,-97.58862,6084.61,0,08-02-1904,2001,Tracey Mann,Active,BUILDING
